station_id;id2;loc1;loc2;id3;since;unknown;lat;lon;state;state_name;loc_type1;loc_type2;neighboring;street;hnumber;zip_code;mindate
1749;DEST039;Brocken;Schierke;;2016-02-19;NA;10.6183;51.7986;ST;Sachsen-Anhalt;ländlich abgelegen;ländlich;Hintergrund;Brockengipfel;;38879;2016-01-01
1751;DEST044;Halberstadt;Halberstadt;;1992-09-23;NA;11.0574;51.8970;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Hintergrund;Paulsplan;;38820;2016-01-01
1752;DEST050;Halle/Nord;Halle/Saale;;2016-03-17;NA;11.9791;51.4962;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Hintergrund;Schleiermacherstraße;306;06114;2016-01-01
1758;DEST066;Wittenberg/Bahnstrasse;Wittenberg;;2019-12-06;NA;12.6637;51.8709;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Hintergrund;Bahnstraße;;06886;2016-01-01
1769;DEST077;Magdeburg/West;Magdeburg;;1994-01-04;NA;11.6115;52.1279;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Hintergrund;Hans-Löscher-Straße;39;39108;2016-01-01
1776;DEST089;Zartau/Waldstation;Klötze;Level II 1501;2016-03-09;NA;11.1723;52.5931;ST;Sachsen-Anhalt;ländlich regional;ländlich;Hintergrund;Forsthaus Zartau;;38486;2016-01-01
1777;DEST090;Leuna;Leuna;;2018-11-23;NA;12.0321;51.3214;ST;Sachsen-Anhalt;vorstädtisches Gebiet;vorstädtisch;Industrie;Kreypauer Straße;;06237;2016-01-01
1779;DEST092;Wittenberg/Dessauer Strasse;Lutherstadt Wittenberg;;2018-02-06;NA;12.5983;51.8675;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Verkehr;Dessauer Str.;;06886;2016-01-01
1782;DEST095;Aschersleben;Aschersleben;;2000-11-02;NA;11.4495;51.7595;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Verkehr;Hinter dem Zoll;30;06449;2016-01-01
1785;DEST098;Unterharz / Friedrichsbrunn;Friedrichsbrunn;;2013-01-24;NA;11.0434;51.6624;ST;Sachsen-Anhalt;ländlich regional;ländlich;Hintergrund;Forsthaus Uhlenstein;;06493;2016-01-01
1789;DEST102;Halle/Paracelsusstr.;Halle/Saale;;2018-04-19;NA;11.9813;51.4948;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Verkehr;Paracelsusstr.;;06114;2016-01-01
1790;DEST103;Magdeburg Schleinufer;Magdeburg;;2014-11-19;NA;11.6327;52.1208;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Verkehr;Schleinufer;;39104;2016-01-01
1791;DEST104;Domäne Bobbe;Dornbock (Bobbe);;2009-12-17;NA;11.8914;51.8373;ST;Sachsen-Anhalt;ländliches Gebiet;ländlich;Hintergrund;Pappelweg;;06369;2016-01-01
1792;DEST105;Stendal Stadtsee;Stendal;;2016-03-21;NA;11.8503;52.6021;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Hintergrund;Geschwister-Scholl-Str.;;39576;2016-01-01
1793;DEST106;Goldene Aue (Roßla);Roßla;;2016-02-29;NA;11.0911;51.4561;ST;Sachsen-Anhalt;ländliches Gebiet;ländlich;Hintergrund;Freibad;;06536;2016-01-01
1795;DEST108;Weißenfels/Am Krug;Weißenfels;;2017-09-12;NA;11.9610;51.1972;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Verkehr;Am Krug;;06667;2016-01-01
1798;DEST112;Magdeburg/Guericke-Stra.;Magdeburg;;2016-03-04;NA;11.6319;52.1317;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Verkehr;Otto-von-Guericke-Straße;;39104;2016-01-01
1819;DEST133;Halle/Riebeckplatz;Halle/Saale;;2019-06-01;NA;11.9839;51.4758;ST;Sachsen-Anhalt;städtisches Gebiet;städtisch;Verkehr;Merseburger Straße;;06110;2019-08-22
1824;DETH005;Saalfeld;Saalfeld;;1994-01-01;NA;11.3689;50.6512;TH;Thüringen;städtisches Gebiet;städtisch;Hintergrund;Pößnecker Str.;;07318;2016-01-01
1828;DETH009;Gera Friedericistr.;Gera;;1991-04-01;NA;12.0749;50.8779;TH;Thüringen;städtisches Gebiet;städtisch;Hintergrund;Friedericistr.;8;07545;2016-01-01
1830;DETH011;Altenburg Theaterplatz;Altenburg;;1991-12-18;NA;12.4376;50.9878;TH;Thüringen;städtisches Gebiet;städtisch;Hintergrund;Theaterplatz;;04600;2016-01-01
1832;DETH013;Eisenach Werneburgstr.;Eisenach;;1996-04-23;NA;10.3172;50.9783;TH;Thüringen;städtisches Gebiet;städtisch;Hintergrund;Werneburgstr.;;99817;2016-01-01
1837;DETH018;Nordhausen;Nordhausen;;1991-09-01;NA;10.7914;51.4972;TH;Thüringen;städtisches Gebiet;städtisch;Hintergrund;Arnoldstr.;;99734;2016-01-01
1839;DETH020;Erfurt Krämpferstr.;Erfurt;;1991-03-01;NA;11.0379;50.9795;TH;Thüringen;städtisches Gebiet;städtisch;Hintergrund;Krämpferstr.;25;99084;2016-01-01
1845;DETH026;Dreißigacker;Dreißigacker;;1982-01-01;NA;10.3753;50.5618;TH;Thüringen;ländlich regional;ländlich;Hintergrund;Herpfer Str.;;98617;2016-01-01
1846;DETH027;Neuhaus;Neuhaus;;1987-10-01;NA;11.1346;50.5000;TH;Thüringen;ländlich abgelegen;ländlich;Hintergrund;Bornhügel;;98724;2016-01-01
1854;DETH036;Greiz Mollbergstr.;Greiz;;1992-10-22;NA;12.2052;50.6559;TH;Thüringen;städtisches Gebiet;städtisch;Hintergrund;Mollbergstr.;22;07973;2016-01-01
1859;DETH041;Jena Dammstr.;Jena;;1994-02-01;NA;11.5971;50.9335;TH;Thüringen;städtisches Gebiet;städtisch;Hintergrund;Dammstr.;;07749;2016-01-01
1860;DETH042;Possen;Sondershausen;;1996-01-12;NA;10.8672;51.3333;TH;Thüringen;ländlich abgelegen;ländlich;Hintergrund;--;;99706;2016-01-01
1861;DETH043;Erfurt Bergstr.;Erfurt;;1996-06-26;NA;11.0194;50.9849;TH;Thüringen;städtisches Gebiet;städtisch;Verkehr;Bergstraße;;99089;2016-01-01
1879;DETH061;Hummelshain;Hummelshain;;1999-10-07;NA;11.6612;50.7916;TH;Thüringen;ländlich abgelegen;ländlich;Hintergrund;--;;07646;2016-01-01
1890;DETH072;Suhl F.-König-Str;Suhl;;2002-01-01;NA;10.6931;50.6115;TH;Thüringen;städtisches Gebiet;städtisch;Verkehr;F.-König-Str.;;98527;2016-01-01
1899;DETH081;Erfurt Heinrichstr;Erfurt;;2004-08-25;NA;11.0104;50.9723;TH;Thüringen;städtisches Gebiet;städtisch;Verkehr;Heinrichstr.;11;99092;2019-01-01
1901;DETH083;Weimar Steubenstr.;Weimar;;2005-04-13;NA;11.3261;50.9775;TH;Thüringen;städtisches Gebiet;städtisch;Verkehr;Steubenstr.;10;99423;2016-01-01
1909;DETH091;Mühlhausen Wanfrieder Str;Mühlhausen;;2008-04-30;NA;10.4484;51.2052;TH;Thüringen;städtisches Gebiet;städtisch;Verkehr;Wanfrieder Str;149;99974;2016-01-01
1910;DETH093;Weimar Schwanseestr.;Weimar;;2009-01-08;NA;11.3210;50.9822;TH;Thüringen;städtisches Gebiet;städtisch;Hintergrund;Schwanseestr.;17;99423;2016-01-01
1912;DETH095;Mühlhausen Bastmarkt;Mühlhausen;;2009-04-30;NA;10.4510;51.2079;TH;Thüringen;städtisches Gebiet;städtisch;Hintergrund;Bastmarkt;24;99974;2016-01-01
1934;DETH117;Erfurt Bautzener Weg;Erfurt;Erfurt FH;2017-01-01;NA;11.0566;50.9931;TH;Thüringen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Bautzener Weg;5;99085;2017-01-01
1945;DEUB001;Westerland;Westerland;;1968-01-01;NA;8.3082;54.9250;UB;UBA;ländliches Gebiet;ländlich;Hintergrund;Lornsenweg;9;25980;2016-01-01
1948;DEUB004;Schauinsland;Oberried-Hofsgrund;;1968-01-01;NA;7.9080;47.9133;UB;UBA;ländlich regional;ländlich;Hintergrund;Schauinslandstr.;2;79254;2016-01-01
1949;DEUB005;Waldhof;Lüder-Langenbrügge;;1970-01-01;NA;10.7567;52.8008;UB;UBA;ländliches Gebiet;ländlich;Hintergrund;Waldhof;1;29394;2016-01-01
1972;DEUB028;Zingst;Zingst;;1991-09-01;NA;12.7219;54.4370;UB;UBA;ländliches Gebiet;ländlich;Hintergrund;Landstr.;3;18374;2016-01-01
1973;DEUB029;Schmücke;Gehlberg;;1978-07-01;NA;10.7695;50.6541;UB;UBA;ländliches Gebiet;ländlich;Hintergrund;Schmücke;;98559;2016-01-01
1974;DEUB030;Neuglobsow;Neuglobsow;;1969-01-01;NA;13.0317;53.1413;UB;UBA;ländlich regional;ländlich;Hintergrund;Zur alten Fischerhütte;1;16775;2016-01-01
1990;DEUB046;Forellenbach;Spiegelau;;2000-01-01;NA;13.4206;48.9476;UB;UBA;ländlich abgelegen;ländlich;Hintergrund;;;94518;2016-01-01
2113;DEBB110;Dallgow-Döberitz;Dallgow-Döberitz;;2019-06-19;NA;13.0488;52.5395;BB;Brandenburg;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Am Egelpfuhl;;14624;2019-06-01
9404;DENW397;Düsseldorf-Eller;Düsseldorf;DWER;2019-08-22;NA;6.8175;51.2012;NW;Nordrhein-Westfalen;städtisches Gebiet;städtisch;Hintergrund;Speyerweg;;40229;2020-01-01
9406;DEHE150;Frankfurt-Niedwald;Frankfurt am Main;;2019-04-24;NA;8.5945;50.1135;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Am Niedwald;59;65933;2020-01-18
